follower,following
stephengreen53,patrickbrown25
patrickbrown25,stephengreen53
thomasjames74,fredscott89
fredscott89,thomasjames74
andreabaker12,geraldwalker67
geraldwalker67,andreabaker12
joethomas72,lindawilson45
lindawilson45,joethomas72
laurarivera89,charleswalker40
charleswalker40,laurarivera89
christinacox12,martinwatson39
martinwatson39,christinacox12
ralphmitchell30,anthonyjohnson51
anthonyjohnson51,ralphmitchell30
ralphwright57,jennifercollins33
jennifercollins33,ralphwright57
alanalexander53,lindaalexander27
lindaalexander27,alanalexander53
samuelcarter21,saracampbell45
saracampbell45,samuelcarter21
stephaniesmith13,geraldpowell74
geraldpowell74,stephaniesmith13
bonniehall21,haroldwilliams69
haroldwilliams69,bonniehall21
billythomas62,frankrivera17
frankrivera17,billythomas62
michelleperez98,carolgonzales75
carolgonzales75,michelleperez98
irenerussell77,andreaharris68
andreaharris68,irenerussell77
carlwhite00,annelewis08
annelewis08,carlwhite00
chriswright14,marthaparker80
marthaparker80,chriswright14
markcook65,virginiabarnes45
virginiabarnes45,markcook65
angelataylor12,marklopez25
marklopez25,angelataylor12
walterthompson46,jackrodriguez12
jackrodriguez12,walterthompson46
kellygriffin21,dianesimmons30
dianesimmons30,kellygriffin21
douglashernandez34,helenrivera41
helenrivera41,douglashernandez34
catherinegreen72,franceswashington89
franceswashington89,catherinegreen72
billywatson14,louisebarnes89
louisebarnes89,billywatson14
francestorres89,annperry93
annperry93,francestorres89
adamwood87,ryanharris57
ryanharris57,adamwood87
jimmyrobinson11,nancygonzales18
nancygonzales18,jimmyrobinson11
brianhughes79,nicholassanders14
nicholassanders14,brianhughes79
rosegonzales57,catherinemoore85
catherinemoore85,rosegonzales57
deniselee96,jimmyedwards07
jimmyedwards07,deniselee96
joshuagriffin57,jamesrussell15
jamesrussell15,joshuagriffin57
edwardanderson54,patriciacollins38
patriciacollins38,edwardanderson54
margaretgriffin63,scottperry04
scottperry04,margaretgriffin63
donnataylor23,cynthiabrown27
cynthiabrown27,donnataylor23
helenpeterson53,janetfoster67
janetfoster67,helenpeterson53
josephcampbell98,richardevans69
richardevans69,josephcampbell98
davidwatson86,michellescott43
michellescott43,davidwatson86
timothyroberts43,ralphsimmons34
ralphsimmons34,timothyroberts43
francespatterson14,donnaprice69
donnaprice69,francespatterson14
carolrodriguez90,ernestgreen50
ernestgreen50,carolrodriguez90
melissalong08,barbaramoore78
barbaramoore78,melissalong08
anthonyward13,timothymurphy07
timothymurphy07,anthonyward13
stephaniesanchez11,dianawilson09
dianawilson09,stephaniesanchez11
davidbailey48,jimmycoleman50
jimmycoleman50,davidbailey48
benjaminphillips06,jasonbrown53
jasonbrown53,benjaminphillips06
frankedwards15,andrewroberts06
andrewroberts06,frankedwards15
kathystewart04,danielcox41
danielcox41,kathystewart04
jeanyoung20,virginiagreen06
virginiagreen06,jeanyoung20
emilyhernandez99,henryhall42
henryhall42,emilyhernandez99
janetadams49,anthonyharris18
anthonyharris18,janetadams49
nancyjones50,emilybrown52
emilybrown52,nancyjones50
rogergarcia20,evelynjohnson81
evelynjohnson81,rogergarcia20
mildredwilliams23,ashleyrodriguez72
ashleyrodriguez72,mildredwilliams23
billyrodriguez29,annamurphy43
annamurphy43,billyrodriguez29
mildredthomas12,victorwashington73
victorwashington73,mildredthomas12
elizabethmiller66,evelynrussell82
evelynrussell82,elizabethmiller66
jimmyparker53,annacook97
annacook97,jimmyparker53
stevenwatson88,louisedavis65
louisedavis65,stevenwatson88
gregorycarter59,joycemiller23
joycemiller23,gregorycarter59
ernestturner82,toddgriffin09
toddgriffin09,ernestturner82
harryhayes20,charlesbrown38
charlesbrown38,harryhayes20
toddramirez41,heatherrogers75
heatherrogers75,toddramirez41
anniewalker56,bettyramirez40
bettyramirez40,anniewalker56
kellybrooks28,douglasstewart80
douglasstewart80,kellybrooks28
alicebennett20,ryanalexander89
ryanalexander89,alicebennett20
wandacox65,andreacarter56
andreacarter56,wandacox65
carolynramirez30,carlosgray86
carlosgray86,carolynramirez30
juanscott83,edwardanderson54
edwardanderson54,juanscott83
nicolewatson46,royturner90
royturner90,nicolewatson46
jeremylee34,kellymorris24
kellymorris24,jeremylee34
rebeccagarcia35,robertwilson99
robertwilson99,rebeccagarcia35
ernestward45,rachelphillips00
rachelphillips00,ernestward45
louispatterson32,fredkelly20
fredkelly20,louispatterson32
juliaramirez93,josecook77
josecook77,juliaramirez93
debraparker04,gloriawright04
gloriawright04,debraparker04
kimberlygonzales45,wandapeterson76
wandapeterson76,kimberlygonzales45
emilyyoung90,nicholasedwards96
nicholasedwards96,emilyyoung90
philipjohnson37,seanhall17
seanhall17,philipjohnson37
mariawilliams21,brianrogers46
brianrogers46,mariawilliams21
ralphdavis12,andrewbrooks14
andrewbrooks14,ralphdavis12
thomasward05,ronaldkelly80
ronaldkelly80,thomasward05
carlfoster03,fredhill15
fredhill15,carlfoster03
ralphjohnson59,philipwilson58
philipwilson58,ralphjohnson59
victoradams85,virginiaallen35
virginiaallen35,victoradams85
lawrenceramirez89,arthurcox71
arthurcox71,lawrenceramirez89
carolcox29,paulaking79
paulaking79,carolcox29
alicewhite64,garycook49
garycook49,alicewhite64
johnnylopez16,juliadiaz80
juliadiaz80,johnnylopez16
elizabethwilson54,carlross97
carlross97,elizabethwilson54
jeanmurphy71,jeremybarnes18
jeremybarnes18,jeanmurphy71
elizabethgriffin17,larrythomas52
larrythomas52,elizabethgriffin17
heatherpatterson91,williamrogers48
williamrogers48,heatherpatterson91
deborahlopez73,christophermartinez88
christophermartinez88,deborahlopez73
rosejames72,martinjames48
martinjames48,rosejames72
amylong00,joewhite20
joewhite20,amylong00
marielopez18,theresahayes68
theresahayes68,marielopez18
jackgonzalez49,kennethsanchez62
kennethsanchez62,jackgonzalez49
nicholasmartin91,ralphwhite66
ralphwhite66,nicholasmartin91
christinacarter79,andreagriffin31
andreagriffin31,christinacarter79
melissabutler95,tammysanchez62
tammysanchez62,melissabutler95
katherinesimmons77,louisphillips36
louisphillips36,katherinesimmons77
heathersimmons44,johnrussell11
johnrussell11,heathersimmons44
jackthompson52,justinmitchell46
justinmitchell46,jackthompson52
randywright62,dianacarter74
dianacarter74,randywright62
kennethgriffin08,douglasthomas29
douglasthomas29,kennethgriffin08
bobbydavis97,kathleenpatterson98
kathleenpatterson98,bobbydavis97
billyjackson65,stevepowell25
stevepowell25,billyjackson65
pamelamorris80,michaellee13
michaellee13,pamelamorris80
waynebrown15,lawrenceallen05
lawrenceallen05,waynebrown15
clarencewilson32,bettyjones58
bettyjones58,clarencewilson32
amandarivera35,tammygonzalez15
tammygonzalez15,amandarivera35
walterhernandez24,nancysanchez21
nancysanchez21,walterhernandez24
kevinphillips29,loistorres43
loistorres43,kevinphillips29
loriperez85,davidsanchez41
davidsanchez41,loriperez85
kennethscott50,aaronhenderson39
aaronhenderson39,kennethscott50
clarencecarter25,jackramirez84
jackramirez84,clarencecarter25
marielong18,dianabailey83
dianabailey83,marielong18
martinroberts33,lorijackson96
lorijackson96,martinroberts33
beverlygray63,marilyngarcia34
marilyngarcia34,beverlygray63
jimmymartinez33,rosebell30
rosebell30,jimmymartinez33
andreahayes10,philipross90
philipross90,andreahayes10
francesbarnes10,evelyncox55
evelyncox55,francesbarnes10
annarobinson01,tammyhall18
tammyhall18,annarobinson01
marilynwhite84,paulabaker64
paulabaker64,marilynwhite84
annperry93,deborahcollins13
deborahcollins13,annperry93
lindabutler28,rebeccahall31
rebeccahall31,lindabutler28
clarenceevans90,annpeterson78
annpeterson78,clarenceevans90
christopherbailey25,victorroberts34
victorroberts34,christopherbailey25
annjackson66,philipsanders25
philipsanders25,annjackson66
kathleenturner03,richardjones17
richardjones17,kathleenturner03
julierichardson82,michaelwright01
michaelwright01,julierichardson82
randydiaz36,stephanietorres73
stephanietorres73,randydiaz36
charlesbaker18,justincampbell97
justincampbell97,charlesbaker18
billybrooks32,arthurperry09
arthurperry09,billybrooks32
lorirobinson11,timothyhughes07
timothyhughes07,lorirobinson11
larryjackson49,douglasbutler02
douglasbutler02,larryjackson49
larryjenkins79,joecollins97
joecollins97,larryjenkins79
shirleyprice70,stephaniemiller52
stephaniemiller52,shirleyprice70
carolynevans98,louishill09
louishill09,carolynevans98
rubymurphy02,melissahughes47
melissahughes47,rubymurphy02
kathyhernandez29,anthonycollins48
anthonycollins48,kathyhernandez29
thomasmitchell70,johnnyturner63
johnnyturner63,thomasmitchell70
teresahoward46,gregoryjames44
gregoryjames44,teresahoward46
justinmurphy41,georgerivera60
georgerivera60,justinmurphy41
annpatterson32,deborahcooper62
deborahcooper62,annpatterson32
billyturner95,arthurmorgan12
arthurmorgan12,billyturner95
jessicaturner34,gloriagray68
gloriagray68,jessicaturner34
kennethtorres37,virginiathomas97
virginiathomas97,kennethtorres37
carolmartin74,kennethbutler47
kennethbutler47,carolmartin74
jerrylong65,normaturner35
normaturner35,jerrylong65
clarencelong29,francesgonzalez27
francesgonzalez27,clarencelong29
jerrybrooks97,dennisgonzales60
dennisgonzales60,jerrybrooks97
jackpeterson12,paulaallen95
paulaallen95,jackpeterson12
jonathansmith38,rebeccahoward01
rebeccahoward01,jonathansmith38
johnnyperez66,ralphhall17
ralphhall17,johnnyperez66
jenniferphillips31,shawnhall42
shawnhall42,jenniferphillips31
fredsanchez13,wandascott67
wandascott67,fredsanchez13
timothyperez91,debramoore85
debramoore85,timothyperez91
henryhayes95,benjaminhayes25
benjaminhayes25,henryhayes95
dorismitchell42,anthonystewart04
anthonystewart04,dorismitchell42
sharonrivera73,mariajones04
mariajones04,sharonrivera73
juliabaker42,josephroberts73
josephroberts73,juliabaker42
charlesperez45,davidpatterson90
davidpatterson90,charlesperez45
tinanelson40,annaflores41
annaflores41,tinanelson40
kevinmorris20,laurarichardson42
laurarichardson42,kevinmorris20
susanscott85,normaflores68
normaflores68,susanscott85
andreabell39,donaldedwards44
donaldedwards44,andreabell39
karengarcia20,rachelmartin14
rachelmartin14,karengarcia20
jennifercox18,beverlykelly26
beverlykelly26,jennifercox18
amykelly77,justinbarnes73
justinbarnes73,amykelly77
phyllissanchez85,philliplee21
philliplee21,phyllissanchez85
garygriffin87,jerryhoward86
jerryhoward86,garygriffin87
mariawood89,howardperry74
howardperry74,mariawood89
janiceanderson45,barbararamirez56
barbararamirez56,janiceanderson45
davidgarcia73,margaretrivera90
margaretrivera90,davidgarcia73
jacquelinelopez34,phyllismorgan68
phyllismorgan68,jacquelinelopez34
davidparker55,fredjenkins90
fredjenkins90,davidparker55
geraldjames85,clarenceross64
clarenceross64,geraldjames85
stephenmartinez83,dianeadams30
dianeadams30,stephenmartinez83
irenejackson35,frankbutler23
frankbutler23,irenejackson35
tammygriffin61,louishayes87
louishayes87,tammygriffin61
janetdiaz01,stevenbennett84
stevenbennett84,janetdiaz01
janehughes21,anthonyjames65
anthonyjames65,janehughes21
randybrown22,nancycox26
nancycox26,randybrown22
edwardmorris87,margaretthomas66
margaretthomas66,edwardmorris87
timothysimmons83,daniellong05
daniellong05,timothysimmons83
davidbennett23,joshuamitchell00
joshuamitchell00,davidbennett23
susanlewis70,matthewfoster99
matthewfoster99,susanlewis70
andreagriffin31,ruthkelly30
ruthkelly30,andreagriffin31
paulrodriguez60,stevenbell44
stevenbell44,paulrodriguez60
johnreed25,cherylhoward24
cherylhoward24,johnreed25
joshuabailey84,douglasthomas29
douglasthomas29,joshuabailey84
ruthpeterson52,thomasjames74
thomasjames74,ruthpeterson52
raymondkelly55,debrabarnes12
debrabarnes12,raymondkelly55
clarencethomas40,jessicamitchell54
jessicamitchell54,clarencethomas40
juliamorgan81,jeremycooper78
jeremycooper78,juliamorgan81
angelasmith46,edwardpatterson12
edwardpatterson12,angelasmith46
ryankelly88,jennifercox18
jennifercox18,ryankelly88
anniegriffin18,marilynwatson36
marilynwatson36,anniegriffin18
roygonzales20,louishoward67
louishoward67,roygonzales20
garyphillips50,gloriamitchell42
gloriamitchell42,garyphillips50
teresagreen21,jasonevans63
jasonevans63,teresagreen21
joejackson58,jesserussell35
jesserussell35,joejackson58
patrickfoster41,anniecollins43
anniecollins43,patrickfoster41
janiceclark71,williamhill76
williamhill76,janiceclark71
christinaroberts53,brianpowell72
brianpowell72,christinaroberts53
bettyclark31,frankfoster26
frankfoster26,bettyclark31
brandongriffin50,ruthrodriguez82
ruthrodriguez82,brandongriffin50
ashleyreed38,edwardrogers06
edwardrogers06,ashleyreed38
patrickmartin32,emilycampbell12
emilycampbell12,patrickmartin32
stevengonzales81,keithdiaz96
keithdiaz96,stevengonzales81
alanphillips64,nancybryant04
nancybryant04,alanphillips64
loissanchez56,mariapeterson93
mariapeterson93,loissanchez56
carlosgonzales02,thomaslee70
thomaslee70,carlosgonzales02
matthewperry14,tammybrown92
tammybrown92,matthewperry14
rebeccarogers16,jeanbaker47
jeanbaker47,rebeccarogers16
katherinewalker28,lindaperry49
lindaperry49,katherinewalker28
patriciagonzalez28,steventurner91
steventurner91,patriciagonzalez28
anniemurphy58,tinajackson89
tinajackson89,anniemurphy58
paulaphillips50,joycehall76
joycehall76,paulaphillips50
stevebaker10,randycarter79
randycarter79,stevebaker10
tinahughes05,elizabethrobinson79
elizabethrobinson79,tinahughes05
richardjackson52,christopherturner66
christopherturner66,richardjackson52
rubybarnes15,juliebarnes86
juliebarnes86,rubybarnes15
nicolethomas15,bonniethomas58
bonniethomas58,nicolethomas15
kathryngray49,louiseprice63
louiseprice63,kathryngray49
billyhenderson87,kathypeterson08
kathypeterson08,billyhenderson87
marilynedwards30,joanbaker61
joanbaker61,marilynedwards30
evelyngray70,bonniemorgan36
bonniemorgan36,evelyngray70
annthomas48,deborahgray16
deborahgray16,annthomas48
lindamorgan42,paulascott76
paulascott76,lindamorgan42
douglasbrown38,brianbryant41
brianbryant41,douglasbrown38
josepowell65,jeremylewis41
jeremylewis41,josepowell65
elizabethcook24,carltaylor39
carltaylor39,elizabethcook24
nicholascox21,ryanjackson19
ryanjackson19,nicholascox21
williamkelly17,haroldgray87
haroldgray87,williamkelly17
christinabryant36,donnagarcia61
donnagarcia61,christinabryant36
larrydiaz28,anthonystewart04
anthonystewart04,larrydiaz28
raymondroberts25,wandaanderson31
wandaanderson31,raymondroberts25
nancygarcia17,terryhoward22
terryhoward22,nancygarcia17
juliekelly19,jessicafoster56
jessicafoster56,juliekelly19
lindascott11,charleslewis32
charleslewis32,lindascott11
adammiller78,dennismoore30
dennismoore30,adammiller78
judithwhite71,joshuaperez98
joshuaperez98,judithwhite71
williamhughes98,marilyndiaz29
marilyndiaz29,williamhughes98
jonathanwashington27,roberttorres81
roberttorres81,jonathanwashington27
juliemurphy06,tammywilson82
tammywilson82,juliemurphy06
nancyreed22,christopherthomas48
christopherthomas48,nancyreed22
robinwatson34,ireneharris36
ireneharris36,robinwatson34
patriciabrooks94,samuelpowell81
samuelpowell81,patriciabrooks94
loislewis85,peteryoung73
peteryoung73,loislewis85
billyroberts17,carolnelson87
carolnelson87,billyroberts17
jamesrivera09,paulaevans43
paulaevans43,jamesrivera09
toddcook17,sarahwood77
sarahwood77,toddcook17
annasmith90,sarahill81
sarahill81,annasmith90
bonniecollins69,ralphdiaz11
ralphdiaz11,bonniecollins69
dorothyrichardson33,janepowell14
janepowell14,dorothyrichardson33
seanhoward70,karenjohnson51
karenjohnson51,seanhoward70
juangarcia16,jerrysimmons97
jerrysimmons97,juangarcia16
antoniobrooks65,rachelross33
rachelross33,antoniobrooks65
jessebarnes94,anthonymoore45
anthonymoore45,jessebarnes94
tinaroberts42,stevenjenkins72
stevenjenkins72,tinaroberts42
christopherprice48,jasoncollins99
jasoncollins99,christopherprice48
janerichardson27,tinahughes05
tinahughes05,janerichardson27
johnmurphy76,janetmartinez08
janetmartinez08,johnmurphy76
louisetorres95,antoniowalker60
antoniowalker60,louisetorres95
phyllislopez06,franksimmons48
franksimmons48,phyllislopez06
martinhoward68,francesclark18
francesclark18,martinhoward68
craigtaylor70,roberthill38
roberthill38,craigtaylor70
jerrybryant72,sharonpowell52
sharonpowell52,jerrybryant72
stephenhughes62,katherinejackson78
katherinejackson78,stephenhughes62
stephanieprice45,edwardbrooks80
edwardbrooks80,stephanieprice45
louiseharris99,deborahgonzalez07
deborahgonzalez07,louiseharris99
joycerodriguez14,stephenwilson70
stephenwilson70,joycerodriguez14
davidgonzalez70,williewhite80
williewhite80,davidgonzalez70
georgethompson58,lauraallen86
lauraallen86,georgethompson58
ruthgonzales30,denisethomas87
denisethomas87,ruthgonzales30
douglassanders68,virginiarussell24
virginiarussell24,douglassanders68
markbaker10,roseward58
roseward58,markbaker10
dorisgarcia27,mariepowell55
mariepowell55,dorisgarcia27
barbaragonzalez28,pauljames09
pauljames09,barbaragonzalez28
annealexander57,robertnelson80
robertnelson80,annealexander57
judyturner16,carlbrooks64
carlbrooks64,judyturner16
barbaraalexander24,amybrown27
amybrown27,barbaraalexander24
denniswood70,raymondwatson58
raymondwatson58,denniswood70
paulbrown75,louisanderson46
louisanderson46,paulbrown75
jacquelinethomas97,beverlygonzalez78
beverlygonzalez78,jacquelinethomas97
philipprice92,edwardwright00
edwardwright00,philipprice92
rebeccahenderson34,andrewpeterson28
